Order Number,Purchased on,Total Purchased,Subtotal Purchased,Tax,Shipping,Discount,Vendor Amount,Vendor Subtotal,Vendor Shipping,Vendor Name,Payment Method,Payment Transaction ID
HnC010011471,2025-07-10 14:48:39,128.35,93.42,6.19,28.74,0.00,104.9500,74.6500,30.3000,Neuco,stripe_payments,pi_3RjLm5BQ61UuLJWK09cXkO8U
HnK001018016,2025-07-10 14:42:01,74.60,55.89,5.76,12.95,0.00,48.2100,37.2600,10.9500,Encompass,stripe_payments,pi_3RjLffKBRFHIrdpE1pDCU1X3
HnK001018015,2025-07-10 14:27:34,198.27,168.09,17.23,12.95,0.00,148.7300,137.7800,10.9500,Encompass,stripe_payments,pi_3RjLRfKBRFHIrdpE1SqZZ5Kd
HnK001018014,2025-07-10 14:25:57,90.71,70.69,7.07,12.95,0.00,67.0500,56.1000,10.9500,Encompass,paypal_express,3WY055404U178254J
HnK001018013,2025-07-10 14:14:39,306.94,277.35,16.64,12.95,0.00,261.4500,249.5000,11.9500,ReliableParts,stripe_payments,pi_3RjLFBKBRFHIrdpE1934A5hw-refund
HnC010011470,2025-07-10 14:10:03,188.80,153.85,9.23,25.72,0.00,141.3300,130.3800,10.9500,Encompass,stripe_payments,pi_3RjLAjBQ61UuLJWK1vGVXKYG
HnC010011469,2025-07-10 13:55:19,673.75,598.93,41.93,32.89,0.00,503.8300,480.9300,22.9000,Neuco,stripe_payments,pi_3RjKwTBQ61UuLJWK2BbsJ1r7
HnC010011468,2025-07-10 13:52:23,409.22,350.10,32.38,26.74,0.00,307.2100,286.9400,20.2700,Neuco,stripe_payments,pi_3RjKtWBQ61UuLJWK0u4n6ItW
CEFE000002106,2025-07-10 13:44:24,129.11,88.11,0.00,41.00,0.00,68.1100,39.1200,28.9900,AllPoints,stripe_payments,pi_3RjKluLbZ7P2XrWw2pGhpAWm
HnK001018011,2025-07-10 13:42:30,517.34,467.03,37.36,12.95,0.00,214.3900,203.4400,10.9500,Encompass,stripe_payments,pi_3RjKk3KBRFHIrdpE1iUK1HhF
CEFE000002105,2025-07-10 13:35:39,278.66,237.66,0.00,41.00,0.00,152.9700,123.9800,28.9900,AllPoints,stripe_payments,pi_3RjKdRLbZ7P2XrWw3uMMByKL
HnC010011467,2025-07-10 12:58:48,647.88,518.70,36.31,92.87,0.00,462.3200,424.5600,37.7600,Neuco,stripe_payments,pi_3RjK3lBQ61UuLJWK2iaH3Wjj
HnK001018009,2025-07-10 12:51:02,93.23,74.33,5.95,12.95,0.00,69.9400,58.9900,10.9500,Encompass,stripe_payments,pi_3RjJwFKBRFHIrdpE0hj63LiS
HnK001018008,2025-07-10 12:19:50,73.35,21.77,1.63,49.95,0.00,47.4600,14.5100,32.9500,Encompass,stripe_payments,pi_3RjJS4KBRFHIrdpE102Q7xnD
HnC010011466,2025-07-10 09:48:59,633.63,568.56,34.11,30.96,0.00,506.0600,241.9800,22.1000,Neuco,stripe_payments,pi_3RjH65BQ61UuLJWK1B3dh9jP
FE001016388,2025-07-10 09:35:06,110.24,87.97,5.28,16.99,0.00,90.5400,74.5500,15.9900,AllPoints,stripe_payments,pi_3RjGseLbZ7P2XrWw0AaD1sWP
HnK001018007,2025-07-10 03:06:36,305.32,268.97,23.40,12.95,0.00,240.8400,229.8900,10.9500,Encompass,paypal_express,8M294043AC637854V
HnK001018006,2025-07-10 02:54:44,139.16,114.48,11.73,12.95,0.00,101.8100,90.8600,10.9500,Encompass,paypal_express,9WG89249KX372263W
HnK001018005,2025-07-10 02:48:07,125.25,105.94,6.36,12.95,0.00,95.0300,84.0800,10.9500,Encompass,stripe_payments,pi_3RjAWmKBRFHIrdpE0rFtHdJb
HnK001018004,2025-07-10 02:39:43,124.91,102.25,9.71,12.95,0.00,92.1000,81.1500,10.9500,Encompass,stripe_payments,pi_3RjAOfKBRFHIrdpE0mjku6du
CEFE000002104,2025-07-10 02:24:51,82.52,41.52,0.00,41.00,0.00,41.8900,12.9000,28.9900,AllPoints,stripe_payments,pi_3RjAAHLbZ7P2XrWw2kPL4kWC
HnK001018003,2025-07-10 02:19:38,147.39,126.83,7.61,12.95,0.00,111.6100,100.6600,10.9500,Encompass,paypal_express,0DM64488MJ1982254
HnC010011465,2025-07-10 02:05:10,68.00,32.93,2.18,32.89,0.00,45.1600,22.6800,22.4800,Neuco,stripe_payments,pi_3Rj9rEBQ61UuLJWK13nr9FOx
HnC010011464,2025-07-10 02:02:34,2544.71,2268.32,120.22,156.17,0.00,2049.5600,1759.5900,289.9700,Neuco,stripe_payments,pi_3Rj9oiBQ61UuLJWK01hAAJii
HnK001017999,2025-07-10 01:41:28,104.80,85.05,6.80,12.95,0.00,78.4500,67.5000,10.9500,Encompass,stripe_payments,pi_3Rj9UJKBRFHIrdpE0bcwgveu-refund
HnC010011463,2025-07-10 01:28:40,72.35,42.10,3.37,26.88,0.00,57.1800,29.6700,27.5100,Neuco,stripe_payments,pi_3Rj9HuBQ61UuLJWK2d2zASiy
HnK001017998,2025-07-10 01:19:20,234.51,202.34,19.22,12.95,0.00,176.8000,165.8500,10.9500,Encompass,stripe_payments,pi_3Rj98gKBRFHIrdpE1pNL7UzN
CEFE000002103,2025-07-10 01:12:21,885.53,844.53,0.00,41.00,0.00,485.0200,456.0300,28.9900,AllPoints,stripe_payments,pi_3Rj927LbZ7P2XrWw1AGZcqiz
HnK001017997,2025-07-10 01:07:14,403.61,327.16,26.50,49.95,0.00,314.3600,281.4100,32.9500,Encompass,stripe_payments,pi_3Rj8xAKBRFHIrdpE0D1lZ4vP
HnC010011461,2025-07-10 01:05:08,273.22,228.68,17.15,27.39,0.00,220.1700,194.3400,25.8300,Neuco,stripe_payments,pi_3Rj8v8BQ61UuLJWK1XLZyLlQ
HnC010011460,2025-07-10 00:32:04,962.15,824.21,57.69,80.25,0.00,750.3000,694.3000,56.0000,Neuco,paypal_express,4T22535853358560U
HnK001017995,2025-07-10 00:21:51,100.28,79.39,7.94,12.95,0.00,74.9600,63.0100,11.9500,ReliableParts,paypal_express,55771089K0507633X
HnK001017994,2025-07-10 00:17:38,252.77,224.13,15.69,12.95,0.00,194.6600,183.7100,10.9500,Encompass,paypal_express,3N03981726208892S
HnK001017992,2025-07-09 23:29:31,676.19,600.23,36.01,39.95,0.00,537.9700,513.0200,24.9500,Encompass,stripe_payments,pi_3Rj7QbKBRFHIrdpE0l4VWSOk
CEFE000002102,2025-07-09 23:24:33,182.83,141.83,0.00,41.00,0.00,102.9800,73.9900,28.9900,AllPoints,stripe_payments,pi_3Rj7LmLbZ7P2XrWw1lSzEj8s
HnK001017991,2025-07-09 23:24:09,45.24,29.54,2.75,12.95,0.00,30.6400,19.6900,10.9500,Encompass,stripe_payments,pi_3Rj7LPKBRFHIrdpE0BtYnZR2
HnK001017990,2025-07-09 23:08:07,44.52,28.70,2.87,12.95,0.00,30.0800,19.1300,10.9500,Encompass,stripe_payments,pi_3Rj75tKBRFHIrdpE1GbfJ5UZ
HnK001017989,2025-07-09 22:58:28,139.15,116.85,9.35,12.95,0.00,103.6900,92.7400,10.9500,Encompass,paypal_express,7DG92845R44679911
HnK001017988,2025-07-09 22:13:57,167.44,144.89,9.60,12.95,0.00,125.9400,114.9900,10.9500,Encompass,paypal_express,9DA43185U9139771J
HnK001017986,2025-07-09 22:03:17,34.08,19.17,1.96,12.95,0.00,23.7300,12.7800,10.9500,Encompass,stripe_payments,pi_3Rj659KBRFHIrdpE0mltMAac
HnK001017985,2025-07-09 21:54:13,287.30,249.98,24.37,12.95,0.00,224.6100,213.6600,10.9500,Encompass,paypal_express,8YH766315X913505R
HnK001017984,2025-07-09 21:28:12,667.77,596.65,58.17,12.95,0.00,520.9100,509.9600,10.9500,Encompass,paypal_express,7N937451LX741123V
HnK001017983,2025-07-09 21:23:33,249.22,197.42,11.85,39.95,0.00,186.7700,161.8200,24.9500,Encompass,stripe_payments,pi_3Rj5SiKBRFHIrdpE1AUXUzx8
HnC010011457,2025-07-09 20:55:34,257.18,186.53,16.43,54.22,0.00,190.4900,152.8800,37.6100,Neuco,stripe_payments,pi_3Rj51cBQ61UuLJWK1FAoEbD0
HnK001017982,2025-07-09 20:34:04,107.69,87.72,7.02,12.95,0.00,80.5700,69.6200,10.9500,Encompass,stripe_payments,pi_3Rj4goKBRFHIrdpE06co7r0j-refund
HnC010011456,2025-07-09 20:31:32,136.42,99.70,7.98,28.74,0.00,95.9300,81.4900,14.4400,Neuco,stripe_payments,pi_3Rj4eMBQ61UuLJWK1wgHfYOu
HnK001017981,2025-07-09 20:24:25,391.25,372.16,24.75,12.95,-18.61,306.3100,295.3600,10.9500,Encompass,paypal_express,1GV73516WY856852F
HnC010011455,2025-07-09 20:17:19,118.75,86.14,6.89,25.72,0.00,98.8400,70.4100,28.4300,Neuco,stripe_payments,pi_3Rj4QcBQ61UuLJWK0MBnCY2V
HnC010011454,2025-07-09 20:06:29,364.37,232.56,13.95,117.86,0.00,263.3100,189.0000,74.3100,Neuco,stripe_payments,pi_3Rj4FSBQ61UuLJWK2ukCZ7OY
HnK001017980,2025-07-09 19:54:41,105.07,84.51,7.61,12.95,0.00,78.0200,67.0700,10.9500,Encompass,stripe_payments,pi_3Rj44hKBRFHIrdpE0kTd2Nit-refund
HnK001017979,2025-07-09 19:49:45,501.19,456.30,31.94,12.95,0.00,400.9500,390.0000,10.9500,Encompass,stripe_payments,pi_3Rj3zuKBRFHIrdpE1VDlgHVh
HnK001017977,2025-07-09 19:43:08,123.00,102.25,7.80,12.95,0.00,92.1000,81.1500,10.9500,Encompass,stripe_payments,pi_3Rj3tWKBRFHIrdpE0KmaKezo
CEFE000002101,2025-07-09 19:37:59,188.08,147.08,0.00,41.00,0.00,105.7200,76.7300,28.9900,AllPoints,stripe_payments,pi_3Rj3oXLbZ7P2XrWw2BXx8p2K
HnC010011453,2025-07-09 19:35:55,303.55,201.27,13.33,88.95,0.00,208.2900,160.0000,48.2900,Neuco,stripe_payments,pi_3Rj3mYBQ61UuLJWK1WiPI28k
HnK001017976,2025-07-09 19:24:51,91.14,73.76,4.43,12.95,0.00,75.4100,64.4600,10.9500,Encompass,paypal_express,459564773L729641X
HnC010011452,2025-07-09 19:09:06,187.61,117.08,9.37,61.16,0.00,123.4000,95.8000,27.6000,Neuco,stripe_payments,pi_3Rj3MaBQ61UuLJWK0QpWMxHb
HnK001017973,2025-07-09 19:00:05,108.70,89.80,5.95,12.95,0.00,82.2200,71.2700,10.9500,Encompass,stripe_payments,pi_3Rj3DsKBRFHIrdpE1gcztGOJ
HnK001017972,2025-07-09 18:51:15,132.27,113.93,11.09,12.95,-5.70,101.3700,90.4200,10.9500,Encompass,stripe_payments,pi_3Rj35JKBRFHIrdpE0LwIt4yh
CEFE000002100,2025-07-09 18:38:25,141.29,105.57,0.00,41.00,-5.28,75.8600,46.8700,28.9900,AllPoints,stripe_payments,pi_3Rj2stLbZ7P2XrWw2Z5JgOzd
HnK001017971,2025-07-09 18:36:39,746.69,670.08,63.66,12.95,0.00,494.9500,484.0000,10.9500,Encompass,stripe_payments,pi_3Rj2rBKBRFHIrdpE0WcHkU3k
CEFE000002099,2025-07-09 18:35:49,190.96,149.96,0.00,41.00,0.00,95.5700,66.5800,28.9900,AllPoints,stripe_payments,pi_3Rj2qMLbZ7P2XrWw0YWrOgAP
HnK001017970,2025-07-09 18:33:52,87.85,68.40,6.50,12.95,0.00,56.5500,45.6000,10.9500,Encompass,stripe_payments,pi_3Rj2oUKBRFHIrdpE0oFUlRdn
HnC010011451,2025-07-09 18:27:43,92.27,59.58,5.47,27.22,0.00,62.7400,41.1600,21.5800,Neuco,stripe_payments,pi_3Rj2iYBQ61UuLJWK1cprKNvp
HnC010011450,2025-07-09 18:12:04,2981.46,2565.48,162.91,253.07,0.00,2295.2800,1981.4200,313.8600,Neuco,stripe_payments,pi_3Rj2TJBQ61UuLJWK29Bq5raW
HnK001017969,2025-07-09 18:00:58,173.57,149.41,11.21,12.95,0.00,129.5300,118.5800,0.0000,Encompass,stripe_payments,pi_3Rj2IeKBRFHIrdpE0Oets5Yn
HnK001017968,2025-07-09 17:43:06,113.58,94.05,6.58,12.95,0.00,85.5900,74.6400,10.9500,Encompass,stripe_payments,pi_3Rj21MKBRFHIrdpE1iFXpt3S
HnK001017967,2025-07-09 17:41:47,307.93,275.68,19.30,12.95,0.00,246.5700,235.6200,10.9500,Encompass,stripe_payments,pi_3Rj205KBRFHIrdpE06FYLJ0j
HnC010011448,2025-07-09 17:39:07,737.51,645.42,43.57,48.52,0.00,577.1100,566.1600,10.9500,Encompass,stripe_payments,pi_3Rj1xNBQ61UuLJWK06a8ZXUV
HnK001017966,2025-07-09 17:38:04,118.31,99.07,6.29,12.95,0.00,111.5800,78.6300,32.9500,Encompass,stripe_payments,pi_3Rj1wUKBRFHIrdpE13ir4SGm
HnK001017964,2025-07-09 17:24:10,116.20,71.93,4.32,39.95,0.00,72.9000,47.9500,24.9500,Encompass,stripe_payments,pi_3Rj1j2KBRFHIrdpE0b97mtzx
HnC010011446,2025-07-09 17:24:05,273.23,119.19,9.54,144.50,0.00,182.3200,97.5200,84.8000,Neuco,paypal_express,85M17922C84967902
HnC010011447,2025-07-09 17:23:26,53.69,26.39,1.58,25.72,0.00,31.2300,18.2300,13.0000,Neuco,stripe_payments,pi_3Rj1iKBQ61UuLJWK2tcyAf2W
HnK001017963,2025-07-09 17:22:33,137.01,113.56,10.50,12.95,0.00,101.0800,90.1300,10.9500,Encompass,stripe_payments,pi_3Rj1hTKBRFHIrdpE1Qv7EZAf
HnC010011445,2025-07-09 17:21:13,1935.27,1777.92,111.12,46.23,0.00,210.4200,177.3700,33.0500,Neuco,stripe_payments,pi_3Rj1gBBQ61UuLJWK05hN02yo
HnK001017962,2025-07-09 17:20:27,688.18,631.06,44.17,12.95,0.00,550.3100,539.3600,10.9500,Encompass,stripe_payments,pi_3Rj1fRKBRFHIrdpE0d38TzrS
HnK001017961,2025-07-09 17:12:35,304.40,237.80,16.65,49.95,0.00,236.2000,137.7800,32.9500,Encompass,paypal_express,18283820NK813910C
HnK001017959,2025-07-09 17:06:19,86.73,67.81,5.97,12.95,0.00,64.7700,53.8200,10.9500,Encompass,paypal_express,1LW248432F647704S
HnK001017960,2025-07-09 17:06:14,195.75,168.09,14.71,12.95,0.00,148.7300,137.7800,10.9500,Encompass,stripe_payments,pi_3Rj1RgKBRFHIrdpE1mjSWQKp
HnC010011444,2025-07-09 16:44:29,394.88,242.66,21.35,130.87,0.00,273.2300,190.5200,82.7100,Neuco,stripe_payments,pi_3Rj16WBQ61UuLJWK1Nyv5ekM
HnC010011443,2025-07-09 16:43:37,695.26,573.91,45.91,75.44,0.00,516.4700,466.4100,50.0600,Neuco,stripe_payments,pi_3Rj15nBQ61UuLJWK2JuvTEL7
HnK001017956,2025-07-09 16:35:29,227.88,202.76,12.17,12.95,0.00,177.1500,166.2000,0.0000,Encompass,stripe_payments,pi_3Rj0xwKBRFHIrdpE1Ly3wKAy
HnK001017955,2025-07-09 16:32:26,52.82,36.66,3.21,12.95,0.00,35.3900,24.4400,10.9500,Encompass,paypal_express,0SE28029VR328351X
HnK001017954,2025-07-09 16:29:03,49.48,33.80,2.73,12.95,0.00,33.4800,22.5300,10.9500,Encompass,paypal_express,7YH61041X5307745K
HnK001017951,2025-07-09 16:17:41,119.76,97.10,9.71,12.95,0.00,88.0100,77.0600,10.9500,Encompass,paypal_express,2UB82244B0072991T
HnC010011442,2025-07-09 16:14:43,31.26,5.66,0.42,25.18,0.00,15.8400,2.8400,13.0000,Neuco,stripe_payments,pi_3Rj0dpBQ61UuLJWK03kjDnHG
HnK001017950,2025-07-09 15:54:26,52.75,37.20,2.60,12.95,0.00,35.7500,24.8000,10.9500,Encompass,paypal_express,7SL69335BR794671X
HnC010011441,2025-07-09 15:38:39,5961.38,5456.64,504.74,0.00,0.00,4800.0000,4800.0000,0.0000,Neuco,stripe_payments,pi_3Rj04IBQ61UuLJWK0BBnROCY
HnK001017949,2025-07-09 15:34:43,666.35,605.00,48.40,12.95,0.00,529.0400,517.0900,11.9500,ReliableParts,stripe_payments,pi_3Rj00CKBRFHIrdpE0tV19Nnz-refund
CEFE000002098,2025-07-09 15:11:14,162.28,121.28,0.00,41.00,0.00,92.2600,63.2700,28.9900,AllPoints,stripe_payments,pi_3RizeOLbZ7P2XrWw05J94Z0r
HnK001017948,2025-07-09 15:01:23,201.21,168.09,20.17,12.95,0.00,148.7300,137.7800,10.9500,Encompass,paypal_express,8EA39392MJ612484C
HnC010011440,2025-07-09 14:59:11,312.60,221.65,13.30,77.65,0.00,157.1300,95.4300,61.7000,Neuco,stripe_payments,pi_3RizSjBQ61UuLJWK1q9LhwC4-refund
HnK001017947,2025-07-09 14:57:21,172.60,147.82,11.83,12.95,0.00,128.2700,117.3200,10.9500,Encompass,stripe_payments,pi_3RizQxKBRFHIrdpE0K6pgvyC
HnK001017945,2025-07-09 14:29:45,110.38,89.49,7.94,12.95,0.00,81.9700,71.0200,10.9500,Encompass,paypal_express,2G426134VE4445011
HnK001017944,2025-07-09 14:20:13,226.14,199.24,13.95,12.95,0.00,174.2600,163.3100,10.9500,Encompass,stripe_payments,pi_3Riyr1KBRFHIrdpE0m0JwV4N
HnK001017943,2025-07-09 14:18:06,81.08,63.67,4.46,12.95,0.00,61.4800,50.5300,10.9500,Encompass,paypal_express,7L204868HA390562A
CEFE000002097,2025-07-09 14:17:59,129.78,88.78,0.00,41.00,0.00,68.4100,39.4200,28.9900,AllPoints,stripe_payments,pi_3RiynLLbZ7P2XrWw2lmSYQMT
WTB000010091,2025-07-09 14:10:35,407.54,394.59,0.00,12.95,0.00,345.3500,334.4000,10.9500,Encompass,stripe_payments,pi_3RiyhgCyhgPTsSxt0GB3coCA
HnK001017942,2025-07-09 14:06:40,86.46,67.44,6.07,12.95,0.00,64.4700,53.5200,10.9500,Encompass,stripe_payments,pi_3RiyduKBRFHIrdpE1etO9kHJ
HnK001017941,2025-07-09 14:01:37,332.71,301.66,18.10,12.95,0.00,254.7000,243.7500,10.9500,Encompass,stripe_payments,pi_3RiyZ1KBRFHIrdpE0rirW0yu
HnK001017939,2025-07-09 13:07:34,125.17,105.12,7.10,12.95,0.00,94.3800,83.4300,10.9500,Encompass,stripe_payments,pi_3RixiiKBRFHIrdpE1W7GW1Em
HnK001017937,2025-07-09 12:30:15,222.35,194.79,14.61,12.95,0.00,170.6100,159.6600,0.0000,Encompass,stripe_payments,pi_3Rix8bKBRFHIrdpE1qGKSeGG
HnK001017936,2025-07-09 11:34:53,263.50,233.07,17.48,12.95,0.00,201.9900,191.0400,10.9500,Encompass,paypal_express,7XB74471XU991933W
CEFE000002096,2025-07-09 10:37:59,316.68,275.68,0.00,41.00,0.00,167.7700,138.7800,28.9900,AllPoints,stripe_payments,pi_3RivNxLbZ7P2XrWw0JqWkJZf
HnK001017934,2025-07-09 09:22:20,63.74,47.14,3.65,12.95,0.00,42.3800,31.4300,10.9500,Encompass,paypal_express,8NT66291SC663212M
HnC010011439,2025-07-09 08:25:42,1391.18,1340.01,0.00,51.17,0.00,1263.5600,1196.4400,67.1200,Neuco,stripe_payments,pi_3RitIhBQ61UuLJWK2Ah8R8fG
HnK001017933,2025-07-09 05:36:47,190.20,130.16,10.09,49.95,0.00,128.0400,95.0900,32.9500,Encompass,paypal_express,81T21419PR4265110
HnK001017932,2025-07-09 04:07:12,243.87,192.38,11.54,39.95,0.00,182.6400,157.6900,24.9500,Encompass,paypal_express,09M37286GJ770834E
FE001016384,2025-07-09 04:06:57,261.86,231.01,13.86,16.99,0.00,209.0000,193.0100,15.9900,AllPoints,stripe_payments,pi_3RipHXLbZ7P2XrWw2EUDKTvH
HnC010011438,2025-07-09 03:37:00,80.15,43.35,3.79,33.01,0.00,52.7000,31.5000,21.2000,Neuco,stripe_payments,pi_3RiooXBQ61UuLJWK1WIr0cz8
HnK001017929,2025-07-09 03:09:27,198.99,172.26,13.78,12.95,0.00,152.1500,141.2000,10.9500,Encompass,paypal_express,9BX75800H2382293X
HnC010011437,2025-07-09 02:57:49,197.94,113.04,10.60,74.30,0.00,120.1700,92.5000,27.6700,Neuco,stripe_payments,pi_3RioCdBQ61UuLJWK1YTAdMnI
CEFE000002095,2025-07-09 02:53:53,291.92,250.92,0.00,41.00,0.00,159.8900,130.9000,28.9900,AllPoints,stripe_payments,pi_3Rio8pLbZ7P2XrWw2SKp35PF
HnK001017927,2025-07-09 02:31:54,141.13,118.55,9.63,12.95,0.00,78.2700,66.3200,11.9500,ReliableParts,paypal_express,3XK40353VN117435A
HnC010011436,2025-07-09 02:19:29,86.43,51.81,3.89,30.73,0.00,57.2800,35.7000,21.5800,Neuco,stripe_payments,pi_3RinbXBQ61UuLJWK0T6XarB4-refund
HnK001017926,2025-07-09 01:43:07,243.57,213.54,17.08,12.95,0.00,185.9800,175.0300,10.9500,Encompass,stripe_payments,pi_3Rin1wKBRFHIrdpE1kPMGVxJ
HnK001017925,2025-07-09 01:40:47,198.62,171.32,14.35,12.95,0.00,144.3400,133.3900,10.9500,Encompass,stripe_payments,pi_3Rin05KBRFHIrdpE0rXc0jIx
HnK001017924,2025-07-09 01:39:17,177.06,150.91,13.20,12.95,0.00,134.6500,123.7000,10.9500,Encompass,paypal_express,0PF20391KL8871404
HnK001017923,2025-07-09 01:27:03,53.67,37.20,3.52,12.95,0.00,35.7500,24.8000,10.9500,Encompass,stripe_payments,pi_3RimmnKBRFHIrdpE1fDaqLu6
HnC010011435,2025-07-09 01:14:45,161.28,86.66,6.93,67.69,0.00,87.1500,68.4100,18.7400,Neuco,stripe_payments,pi_3RimatBQ61UuLJWK2fYUqU0Z
HnC010011434,2025-07-09 01:09:08,247.17,206.84,14.48,25.85,0.00,199.9700,168.9900,30.9800,Neuco,stripe_payments,pi_3RimVSBQ61UuLJWK05mrGjIe-refund
HnK001017922,2025-07-09 00:51:16,118.06,96.52,8.59,12.95,0.00,87.5500,76.6000,10.9500,Encompass,stripe_payments,pi_3RimE9KBRFHIrdpE1mOWZRGa
HnK001017921,2025-07-09 00:38:39,125.68,102.25,10.48,12.95,0.00,92.1000,81.1500,10.9500,Encompass,paypal_express,9ML193268D078132L
HnK001017918,2025-07-09 00:25:23,102.40,82.82,6.63,12.95,0.00,76.6800,65.7300,10.9500,Encompass,stripe_payments,pi_3Rilp7KBRFHIrdpE1vFqwnzl
HnC010011433,2025-07-09 00:13:39,417.77,363.58,25.45,28.74,0.00,336.9000,295.4800,41.4200,Neuco,stripe_payments,pi_3RildlBQ61UuLJWK2O0CGjt8
HnK001017917,2025-07-09 00:11:43,288.73,250.71,25.07,12.95,0.00,225.2300,214.2800,10.9500,Encompass,stripe_payments,pi_3RilbtKBRFHIrdpE0lo577eL
HnK001017915,2025-07-09 00:10:26,50.95,35.78,2.22,12.95,0.00,34.8000,23.8500,10.9500,Encompass,paypal_express,98W43148JH527863Y
HnC010011432,2025-07-09 00:08:42,41.12,14.26,1.14,25.72,0.00,26.7900,6.6900,20.1000,Neuco,paypal_express,68G74912GP508353C
HnK001017914,2025-07-09 00:06:53,208.12,146.45,11.72,49.95,0.00,152.9900,120.0400,32.9500,Encompass,stripe_payments,pi_3RilXDKBRFHIrdpE1mgB6MCV
HnK001017913,2025-07-08 23:57:16,66.88,50.40,3.53,12.95,0.00,44.5500,33.6000,10.9500,Encompass,stripe_payments,pi_3RilNuKBRFHIrdpE1klEZJBL
HnK001017911,2025-07-08 23:40:44,124.81,68.76,6.10,49.95,0.00,87.5200,54.5700,32.9500,Encompass,paypal_express,41K27608P7919025P
HnK001017910,2025-07-08 23:33:32,105.84,63.05,2.84,39.95,0.00,72.0900,50.0400,18.9500,Encompass,stripe_payments,pi_3Ril0wKBRFHIrdpE0tqk9qX9
HnK001017909,2025-07-08 23:16:22,262.15,207.66,14.54,39.95,0.00,206.4600,181.5100,24.9500,Encompass,stripe_payments,pi_3RikkJKBRFHIrdpE1qqQb2Fn
HnK001017907,2025-07-08 23:00:09,194.23,164.80,16.48,12.95,0.00,158.1900,147.2400,10.9500,Encompass,stripe_payments,pi_3RikUdKBRFHIrdpE0pFjTGY4
HnK001017906,2025-07-08 22:47:50,39.16,23.77,2.44,12.95,0.00,26.8000,15.8500,10.9500,Encompass,stripe_payments,pi_3RikIiKBRFHIrdpE0L6MYf4v
HnK001017905,2025-07-08 22:45:38,93.69,74.33,6.41,12.95,0.00,69.9400,58.9900,10.9500,Encompass,paypal_express,18A61153CN349081W
HnK001017904,2025-07-08 22:24:35,316.75,249.35,17.45,49.95,0.00,261.6100,228.6600,32.9500,Encompass,stripe_payments,pi_3RijwDKBRFHIrdpE0Fcipdme
HnK001017903,2025-07-08 22:13:43,180.41,157.98,9.48,12.95,0.00,140.4400,129.4900,10.9500,Encompass,stripe_payments,pi_3RijlhKBRFHIrdpE1LfXagqm-refund
HnC010011431,2025-07-08 22:12:04,258.39,206.84,17.53,34.02,0.00,203.6100,168.9900,34.6200,Neuco,stripe_payments,pi_3Rijk6BQ61UuLJWK0oqRQks9
HnK001017902,2025-07-08 22:10:16,224.83,202.76,19.26,12.95,-10.14,177.1500,166.2000,10.9500,Encompass,stripe_payments,pi_3RijiLKBRFHIrdpE17C88ovK
HnK001017901,2025-07-08 22:02:20,149.17,135.27,7.71,12.95,-6.76,118.3100,107.3600,10.9500,Encompass,stripe_payments,pi_3RijafKBRFHIrdpE0PQXJbHG
HnK001017900,2025-07-08 21:51:10,132.22,76.89,5.38,49.95,0.00,93.9700,61.0200,32.9500,Encompass,stripe_payments,pi_3RijPtKBRFHIrdpE0kN2hjQI
HnC010011429,2025-07-08 21:27:58,1478.31,1283.36,102.67,92.28,0.00,996.7700,117.5000,56.7700,Neuco,stripe_payments,pi_3Rij2hBQ61UuLJWK1WI0y4yn
CEFE000002094,2025-07-08 21:26:05,143.53,102.53,0.00,41.00,0.00,82.4800,53.4900,28.9900,AllPoints,stripe_payments,pi_3Rij1bLbZ7P2XrWw2G7Fov2j
HnK001017898,2025-07-08 21:18:50,46.61,30.83,2.83,12.95,0.00,31.5000,20.5500,10.9500,Encompass,stripe_payments,pi_3RiiubKBRFHIrdpE0oEI4ISK
HnC010011430,2025-07-08 21:13:06,287.07,239.58,14.37,33.12,0.00,230.9700,195.8400,35.1300,Neuco,stripe_payments,pi_3Riip1BQ61UuLJWK0pNfwGuo
HnK001017897,2025-07-08 21:06:57,339.56,297.59,29.02,12.95,0.00,265.3000,254.3500,10.9500,Encompass,paypal_express,75P60690FE2734414
HnK001017896,2025-07-08 21:06:07,189.03,128.78,10.30,49.95,0.00,135.1600,102.2100,32.9500,Encompass,paypal_express,9B962004BE869002P
FE001016383,2025-07-08 20:50:46,736.12,647.29,38.84,49.99,0.00,616.7900,567.8000,48.9900,AllPoints,stripe_payments,pi_3RiiTQLbZ7P2XrWw1kEOrODE
HnK001017895,2025-07-08 20:50:05,156.15,132.59,10.61,12.95,0.00,125.0200,114.0700,10.9500,Encompass,stripe_payments,pi_3RiiSlKBRFHIrdpE1ESRUgLe
HnK001017894,2025-07-08 20:03:31,383.80,341.01,29.84,12.95,0.00,302.4100,291.4600,10.9500,Encompass,paypal_express,4GV102403A6322317
CEFE000002093,2025-07-08 19:30:05,295.02,254.02,0.00,41.00,0.00,161.5100,132.5200,28.9900,AllPoints,stripe_payments,pi_3RihDKLbZ7P2XrWw2gSRnFuP
HnC010011428,2025-07-08 19:18:48,322.99,204.40,17.89,100.70,0.00,238.9100,160.5800,78.3300,Neuco,stripe_payments,pi_3Rih2IBQ61UuLJWK0OfHW0R5
HnK001017892,2025-07-08 18:52:13,185.27,168.74,12.02,12.95,-8.44,149.2600,138.3100,10.9500,Encompass,stripe_payments,pi_3RigchKBRFHIrdpE18GbR2I6
